GENE NAME	Gene stable ID	Transcript stable ID	Protein stable ID	NCBI gene ID
UPDO	FBgn0033428	FBtr0088524	FBpp0087607	35986
EIF-3P40	FBgn0022023	FBtr0079031	FBpp0089133	45682
EIF-3P40	FBgn0022023	FBtr0079030	FBpp0078667	45682
CG15237	FBgn0033104	FBtr0086212	FBpp0085530	35591
POL32	FBgn0027559	FBtr0336864	FBpp0307818	34892
POL32	FBgn0027559	FBtr0303164	FBpp0292263	34892
TM9SF4	FBgn0028541	FBtr0343657	FBpp0310252	34778
TM9SF4	FBgn0028541	FBtr0080532	FBpp0080109	34778
SBA	FBgn0016754	FBtr0330380	FBpp0303406	42824
SBA	FBgn0016754	FBtr0308562	FBpp0300786	42824
SBA	FBgn0016754	FBtr0112888	FBpp0111801	42824
SBA	FBgn0016754	FBtr0335206	FBpp0307193	42824
SBA	FBgn0016754	FBtr0308564	FBpp0300788	42824
SBA	FBgn0016754	FBtr0308563	FBpp0300787	42824
SBA	FBgn0016754	FBtr0112889	FBpp0111802	42824
HIS2A:CG33814	FBgn0053814	FBtr0091818	FBpp0091060	318855
HIS2A:CG33814	FBgn0053814	FBtr0091818	FBpp0091060	3772345
HIS2A:CG33814	FBgn0053814	FBtr0091818	FBpp0091060	3772505
HIS2A:CG33814	FBgn0053814	FBtr0091818	FBpp0091060	3772448
HIS2A:CG33814	FBgn0053814	FBtr0091818	FBpp0091060	3771774
HIS2A:CG33814	FBgn0053814	FBtr0091818	FBpp0091060	3772351
HIS2A:CG33814	FBgn0053814	FBtr0091818	FBpp0091060	3772148
HIS2A:CG33814	FBgn0053814	FBtr0091818	FBpp0091060	3771783
HIS2A:CG33814	FBgn0053814	FBtr0091818	FBpp0091060	3772565
HIS2A:CG33814	FBgn0053814	FBtr0091818	FBpp0091060	3772632
HIS2A:CG33814	FBgn0053814	FBtr0091818	FBpp0091060	3772541
HIS2A:CG33814	FBgn0053814	FBtr0091818	FBpp0091060	3771785
